name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r_dlr,x_dlr,b_dlr,g_dlr,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0,s_nom_dlr,bus1,
49,TR St. Peter,11T0-0000-1348-4,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (6.801901926183832 51.124931543129016),49577401,769.6,49577401T,
T_25,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (7.240374772306893 49.35764976438098),89352550,312.18,89352550T,
T_26,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (7.240374772306893 49.35764976438098),89352550,312.18,89352550TT,
T_27,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (6.625829004351707 51.26061129810617),24799890,374.616,24799890T,
T_28,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (6.625829004351707 51.26061129810617),24799890,374.616,24799890TT,
46,TR Opladen,11T0-0000-0796-D,Amprion GmbH,,1924,,240,400,0.00051975051975052,0.0374133749133749,-18054.816,2816.736,,,,1.231,,,POINT (6.965533742474572 51.069936019280185),22761839,461.76,22761839T,
47,TR Opladen,11T0-0000-1674-Q,Amprion GmbH,,2008,,230,400,0.000381084358219297,0.0347436341590161,-1662.624,1985.912,,,,1.231,,,POINT (6.965533742474572 51.069936019280185),22761839,461.84,22761839T,
466,TR Oberbachern T421,11TD2T000000143S,TENNETGMBH,,,923,380,220,0.00181330900382049,0.140186462906997,-1276.6936,680.78634,,,,1.231,,,POINT (11.370408790512055 48.291489873770296),18629425,350.74,18629425T,
59,TR Walsum,11T0-0000-1352-I,Amprion GmbH,,2008,,230,400,0.000381084358219297,0.0347436341590161,-1662.624,1985.912,,,,1.231,,,POINT (6.71519747219922 51.52680805339456),24478889,461.84,24478889T,
62,TR Weissenthurm,11T0-0000-0904-8,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (7.449489147076854 50.40253032636379),395847307,769.6,395847307T,
53,TR Uchtelfangen,11T0-0000-0862-W,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (6.9964592026998345 49.37540332206032),54359256,769.6,54359256T,
34,TR Ensdorf,11T0-0000-0606-H,Amprion GmbH,,2008,,230,400,0.000381084358219297,0.0347436341590161,-1662.624,1985.912,,,,1.231,,,POINT (6.773207879811451 49.29107421435737),82773910,461.84,82773910T,
35,TR Gersteinwerk,11T0-0000-0614-J,Amprion GmbH,,2008,,230,400,0.000508834228304175,0.0362419885674693,-2493.936,1385.52,,,,1.231,,,POINT (7.709038739054832 51.67646671921392),42507488,461.84,42507488T,
36,TR Gersteinwerk,11T0-0000-0615-G,Amprion GmbH,,2008,,230,400,0.000253334488134419,0.0341763381257578,-2493.936,738.944,,,,1.231,,,POINT (7.709038739054832 51.67646671921392),42507488,461.84,42507488T,
460,TR Grosskrotzenburg T422,11TD2T000000071R,TENNETGMBH,,,528,380,220,0.00609051036682616,0.294751794258373,-1914.50688,342.29184,,,,2,,,POINT (8.958708591309529 50.08260779176962),42410916,200.64,42410916T,
461,TR Grosskrotzenburg T423,11TD2T000000072P,TENNETGMBH,,,1019,380,220,0.0018284179536181,0.13290119312019,-2639.67874,751.59402,,,,1.385,,,POINT (8.958708591309529 50.08260779176962),42410916,387.22,42410916T,
462,TR Grosskrotzenburg T421,11TD2T000000070T,TENNETGMBH,,,1019,380,220,0.00183358297608595,0.132211662620732,-1890.40804,747.72182,,,,1.385,,,POINT (8.958708591309529 50.08260779176962),42410916,387.22,42410916T,
T_29,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (8.104639054942622 52.26510433428034),37764852,232.32,37764852T,
T_30,,,Amprion GmbH,,,,,,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,,,,,Added for coherence. Not in the data.,POINT (8.104639054942622 52.26510433428034),37764852,232.32,37764852TT,
27,TR Buerstadt,11T0-0000-0572-6,Amprion GmbH,,2008,,230,400,0.000534817252728218,0.036458513771003,-20782.8,2771.04,,,,1.231,,,POINT (8.419373160819045 49.63371907557318),149987048,461.84,149987048T,
28,TR Buerstadt,11T0-0000-0571-9,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (8.419373160819045 49.63371907557318),149987048,769.6,149987048T,
484,TR / 380-220kV / Daxlanden / Trafo 401,11TD400000023-T9,TRANSNETBW,,,1443,380,220,0.000450851661377977,0.0449338001969581,-1242.0065502,580.198554,,0,Symmetrical,1.389,,,POINT (8.31334022540613 49.009043472661205),152261133,548.34,152261133T,
485,TR / 380-220kV / Daxlanden / Trafo 402,11TD400000028-TQ,TRANSNETBW,,,1443,380,220,0.000626180836707153,0.044056607214502,-4157.2890606,881.127546,,0,Symmetrical,1.444,,,POINT (8.31334022540613 49.009043472661205),152261133,548.34,152261133T,
54,TR Urberach,11T0-0000-0874-M,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (8.772275034667391 49.97457434094864),23284340,769.6,23284340T,
55,TR Urberach,11T0-0000-0875-J,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (8.772275034667391 49.97457434094864),23284340,769.6,23284340T,
437,TR Bechterdissen T424,11TD2T000000246I,TENNETGMBH,,,693,380,220,0.00301511354142933,0.231772613351561,-164.85084,213.83208,,,,1.231,,,POINT (8.659610012459176 52.00034857382529),24264701,263.34,24264701T,
438,TR Bechterdissen T423,11TD2T000000245K,TENNETGMBH,,,693,380,220,0.00300751879699248,0.231772613351561,-132.19668,235.42596,,,,1.231,,,POINT (8.659610012459176 52.00034857382529),24264701,263.34,24264701T,
42,TR Niederrhein,11T0-0000-0754-Z,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (6.680796263733606 51.64632880193464),24462426,769.6,24462426T,
480,TR/ 380-220kV / Buers / Trafo 31,11T0-0000-0091-Q,TRANSNETBW,,,879,220,380,0.00165011893680836,0.138799255352156,-1824.898053,455.11983,,0,Symmetrical,1.154,,,POINT (9.81074666568887 47.14278088986921),101997887,193.38,101997887T,
481,TR / 380-220kV / Buers / Trafo 32,11T0-0000-0092-N,TRANSNETBW,,,879,220,380,0.00164132795532113,0.13911469645258,-2101.924572,449.627838,,0,Symmetrical,1.154,,,POINT (9.81074666568887 47.14278088986921),101997887,193.38,101997887T,
482,TR / 380-220kV / Buers / Trafo 33,11T0-0000-0093-K,TRANSNETBW,,,879,220,380,0.00192057089668011,0.135980970110663,-1348.3497852,445.972956,,0,Symmetrical,1.154,,,POINT (9.81074666568887 47.14278088986921),101997887,193.38,101997887T,
483,TR / 380-220kV / Buers / Trafo 34,11T0-0000-0094-H,TRANSNETBW,,,879,220,380,0.00198521046643914,0.135432826559106,-1500.7293576,380.18508,,0,Symmetrical,1.154,,,POINT (9.81074666568887 47.14278088986921),101997887,193.38,101997887T,
490,PST / 380-220kV / Buers / Trafo 37,11T0-0000-0082-R,TRANSNETBW,,,1106,380,220,0.000511325782811459,0.0459574569334729,-4713.356144,1450.512364,-17,17,90,Asymmetrical,1.14,1.794,Connected in substation Bürs,POINT (9.81074666568887 47.14278088986921),101997887,420.28,101997887T
51,TR Sechtem,11T0-0000-0847-P,Amprion GmbH,,1795,,230,400,0.000426304953372896,0.0388664163739857,-1486.26,1775.255,,,,1.231,,,POINT (6.972576332889148 50.7956266225729),22766160,412.85,22766160T,
58,TR Voehringen,11T0-0000-0884-I,Amprion GmbH,,1924,,400,231,0.000301455301455302,0.0309329521829522,-2308.8,692.64,,-60,,,1.389,,POINT (10.082130359178691 48.26603782164332),85523877,769.6,85523877T,
491,TR / 380-220kV / Pulverdingen / Trafo 323,11TD400000144-TQ,TRANSNETBW,,,1506,220,380,0.000555263793311602,0.0308644211034649,-692.12748,635.074176,,0,Symmetrical,1.231,,,POINT (9.04543545075586 48.90296099705397),43688805,331.32,43688805T,
29,TR Buescherhof,11T0-0000-0575-Y,Amprion GmbH,,1924,,240,400,0.00048943173943174,0.0384615384615385,-7526.688,2539.68,,,,1.231,,,POINT (6.926758989258959 51.499205696677926),24921206,461.76,24921206T,
43,TR Niederstedem,11T0-0000-0759-K,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (6.475062982714621 49.92260878546526),151967290,769.6,151967290T,
44,TR Niederstedem,11T0-0000-0758-N,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,-60,,,1.385,,POINT (6.475062982714621 49.92260878546526),151967290,769.6,151967290T,
45,TR Niederstedem,11T0-0000-0760-6,Amprion GmbH,,1155,,400,231,0.000993506493506494,0.0977835497835498,-739.2,231,,-60,,,0.689,,POINT (6.475062982714621 49.92260878546526),151967290,462,151967290T,
56,TR Utfort,11T0-0000-0879-7,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (6.6171994130110185 51.47583728111108),23380800,769.6,23380800T,
57,TR Utfort,11T0-0000-0878-A,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (6.6171994130110185 51.47583728111108),23380800,769.6,23380800T,
60,TR Wehrendorf,11T0-0000-0893-H,Amprion GmbH,,1924,,400,231,0.000430093555093555,0.0322245322245322,-5310.24,1462.24,,60,,,1.385,,POINT (8.307757038447654 52.34563570305741),33411203,769.6,33411203T,
39,TR Hattingen,11T0-0000-0646-1,Amprion GmbH,,2008,,230,400,0.000508834228304175,0.0360774294127837,-17226.632,1570.256,,,,1.257,,,POINT (7.167956726297322 51.38931989154416),63114179,461.84,63114179T,
26,TR Brauweiler,11T0-0000-1249-6,Amprion GmbH,,2008,,230,400,0.000381084358219297,0.0347436341590161,-1662.624,1985.912,,,,1.231,,,POINT (6.804550264468823 50.96624767849503),23084554,461.84,23084554T,
T_31,,,TENNETGMBH,,,,,,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,,,Added for coherence. Not in the data.,POINT (8.063696600882086 53.55580201127509),637595524,2145.088,637595524T,
474,TR Sottrum T421,11TD2T000000180M,TENNETGMBH,,,649,380,220,0.00197064309463953,0.189862947044035,-141.31326,122.81676,,,,1.111,,,POINT (9.25043491144298 53.1149993151395),955268863,246.62,955268863T,
473,TR Siems T421,11TD2T000000172L,TENNETGMBH,,,559,380,220,0.00504660578099991,0.406924959984936,-157.40322,137.64816,,,,1.231,,,POINT (10.76083532726635 53.90974536547812),1102237380,212.42,1102237380T,
464,TR Landesbergen T422,11TD2T000000116V,TENNETGMBH,,,974,380,220,0.00177780179401275,0.134718469685507,-2973.17396,696.19572,,,,1.385,,,POINT (9.125265746125375 52.53826407510022),27739871,370.12,27739871T,
465,TR Landesbergen T423,11TD2T000000117T,TENNETGMBH,,,524,380,220,0.00554941743672158,0.328671153073523,-1008.94104,349.65472,,,,2.022,,,POINT (9.125265746125375 52.53826407510022),27739871,199.12,27739871T,
T_32,,,TENNETGMBH,,,,,,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,,,Added for coherence. Not in the data.,POINT (8.052012197053129 53.33307136740962),1128250707,1608.816,1128250707T,
T_33,,,TENNETGMBH,,,,,,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,,,Added for coherence. Not in the data.,POINT (8.052012197053129 53.33307136740962),1128250707,1608.816,1128250707TT,
T_34,,,TENNETGMBH,,,,,,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,,,Added for coherence. Not in the data.,POINT (9.344001814589792 53.851777496821136),87722999,442.86,87722999T,
T_35,,,TENNETGMBH,,,,,,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,,,Added for coherence. Not in the data.,POINT (9.344001814589792 53.851777496821136),87722999,442.86,87722999TT,
443,TR Conneforde/O T422,11TD2T000000033Z,TENNETGMBH,,,631,380,220,0.0042038535324047,0.272599883226291,-121.80824,177.19742,,,,1.231,,,POINT (8.053944669219414 53.331754625072335),1128250704,239.78,1128250704T,
444,TR Conneforde/O T421,11TD2T0000002021,TENNETGMBH,,,1057,380,220,0.00101578449434845,0.0603470597022357,-2761.81416,552.2825,,,,1.385,,,POINT (8.053944669219414 53.331754625072335),1128250704,401.66,1128250704T,
445,TR Conneforde/O T423,11T0-0000-1608-5,TENNETGMBH,,,812,380,220,0.00134171635986518,0.148755509463313,-2460.14888,149.34304,,,,1.111,,,POINT (8.053944669219414 53.331754625072335),1128250704,308.56,1128250704T,
475,TR Unterweser T421,11TD2T000000206U,TENNETGMBH,,,1048,380,220,0.0012831458417035,0.0602526114905585,-1530.43632,597.36,,,,1.385,,,POINT (8.4747070839544 53.42865120708027),32076853,398.24,32076853T,
478,TR Wuergassen T421,11TD2T0000001975,TENNETGMBH,,,509,380,220,0.00684520732085617,0.313266466756282,-2480.41808,351.83098,,,,2.011,,,POINT (9.387640755119822 51.64073490727586),274630377,193.42,274630377T,
479,TR Wuergassen T422,11TD2T0000001983,TENNETGMBH,,,509,380,220,0.00708820184055423,0.313261296660118,-2612.71736,325.13902,,,,2.011,,,POINT (9.387640755119822 51.64073490727586),274630377,193.42,274630377T,
472,TR Schwandorf VK5,11TD2T000000168C,TENNETGMBH,,,935,380,220,0.00173656065296932,0.138837602026457,-1847.9153,761.4079,,,,1.231,,,POINT (12.082217467816522 49.29749516466073),28956649,355.3,28956649T,
455,TR Dollern T422,11TD2T000000204Y,TENNETGMBH,,,924,380,220,0.00141262246525404,0.0690276828434723,-4310.34912,548.80056,,,,1.385,,,POINT (9.501790032393483 53.54281468092611),24502420,351.12,24502420T,
456,TR Dollern T421,11TD2T000000044U,TENNETGMBH,,,935,380,220,0.00180692372642837,0.144092316352378,-1862.1273,726.2332,,,,1.4,,,POINT (9.501790032393483 53.54281468092611),24502420,355.3,24502420T,
457,TR Emden/O T428,11T0-0000-1589-C,TENNETGMBH,,,812,380,220,0.00134819808141042,0.148642079336272,-1328.65936,145.0232,,,,1.111,,,POINT (7.244747402876565 53.357115737869314),559702819,308.56,559702819T,
458,TR Emden/O T425,11T0-0000-0070-0,TENNETGMBH,,,812,380,220,0.00137412496759139,0.147835105003889,-98.12208,153.66288,,,,1.111,,,POINT (7.244747402876565 53.357115737869314),559702819,308.56,559702819T,
471,TR Raitersaich VK6,11TD2T000000160S,TENNETGMBH,,,926,380,220,0.00194384449244061,0.143142548596112,-752.67132,535.56136,,,,1.245,,,POINT (10.84310559580793 49.37870895490465),24705761,351.88,24705761T,
459,TR Etzenricht T421,11TD2T000000260O,TENNETGMBH,,,811,380,220,0.00168083587513791,0.152514764098903,-136.83192,167.9581,,,,1.111,,,POINT (12.114380926785518 49.6311058498399),29084374,308.18,29084374T,
463,TR Irsching VK6,11TD2T000000096B,TENNETGMBH,,,866,380,220,0.00218791783153033,0.156542482071229,-427.14584,445.24524,,,,1.231,,,POINT (11.58137197036536 48.764893853875456),137602559,329.08,137602559T,
476,TR Wahle T421,11TD2T000000191H,TENNETGMBH,,,952,380,220,0.00196815568332596,0.137831711632021,-1410.50224,634.16528,,,,1.385,,,POINT (10.365338662586126 52.28466156568135),24262656,361.76,24262656T,
477,TR Wahle T422,11TD2T000000192F,TENNETGMBH,,,935,380,220,0.00174218969884605,0.14709541232761,-1746.6548,655.1732,,,,1.4,,,POINT (10.365338662586126 52.28466156568135),24262656,355.3,24262656T,
467,TR Ottenhofen VK6,11TD2T000000146M,TENNETGMBH,,,917,380,220,0.00191987602594272,0.141944556046605,-1718.25626,628.27338,,,,1.231,,,POINT (11.868156362309213 48.20680293980998),26245195,348.46,26245195T,
468,TR Ottenhofen VK7,11TD2T000000147K,TENNETGMBH,,,952,380,220,0.00184652808491818,0.135987947810703,-2470.45904,734.73456,,,,1.231,,,POINT (11.868156362309213 48.20680293980998),26245195,361.76,26245195T,
435,TR Audorf/S T422,11T0-0000-0019-Y,TENNETGMBH,,,812,380,220,0.00136440238527353,0.148872180451128,-93.80224,156.13136,,,,1.111,,,POINT (9.725994440003705 54.28781293047057),35176751,308.56,35176751T,
436,TR Audorf/S T421,11TD2T0000000142,TENNETGMBH,,,812,380,220,0.00157181747472129,0.151059761472647,-189.7644,151.81152,,,,1.111,,,POINT (9.725994440003705 54.28781293047057),35176751,308.56,35176751T,
469,TR Pleinting VK6,11TD2T000000155L,TENNETGMBH,,,952,380,220,0.00163644405130473,0.132231313578063,-2050.09392,713.02896,,,,1.25,,,POINT (13.103168324093216 48.66682263363445),24976300,361.76,24976300T,
470,TR Pleinting VK7,11TD2T000000156J,TENNETGMBH,,,952,380,220,0.00183547103051747,0.135031512605042,-2339.86368,698.55856,,,,1.231,,,POINT (13.103168324093216 48.66682263363445),24976300,361.76,24976300T,
488,TR / 380-220kV / Neurott / Trafo 401,11TD400000125-TW,TRANSNETBW,,,1506,220,380,0.000586532657249789,0.0501569479657129,-2290.6570236,1509.427656,,0,Symmetrical,1.231,,,POINT (8.623206227427875 49.35658185285741),207248812,331.32,207248812T,
489,TR / 380-220kV / Neurott / Trafo 402,11TD400000127-TO,TRANSNETBW,,,953,380,220,0.00195421660131441,0.0669409620588723,-1169.205204,532.3458,,0,Symmetrical,1.385,,,POINT (8.623206227427875 49.35658185285741),207248812,362.14,207248812T,
486,TR / 380-220kV / Eichstetten / Trafo 401,11TD400000041-T7,TRANSNETBW,,,1443,380,220,0.000444395812816865,0.0444377575956523,-1123.2361062,588.423654,,0,Symmetrical,1.389,,,POINT (7.751862552442818 48.09640574883001),87653464,548.34,87653464T,
T_36,,,TRANSNETBW,,,,,,0.000450851661377977,0.0449338001969581,-1242.0065502,580.198554,,,,,,Added for coherence. Not in the data.,POINT (8.673717359625059 49.29043940679088),46584363,100.43,46584363T,
T_37,,,TRANSNETBW,,,,,,0.000450851661377977,0.0449338001969581,-1242.0065502,580.198554,,,,,,Added for coherence. Not in the data.,POINT (8.673717359625059 49.29043940679088),46584363,100.43,46584363TT,
277,TR 400/225kV 761 MARLENHEIM,17T0000000151555,RTE,1659,1803,,400,225,8.31946755407654E-05,0.0587909040488075,,,,,,,,,POINT (7.526452002189226 48.61184902188622),118086309,721.2,118086309T,
278,TR 400/225kV 762 MARLENHEIM,17T0000000151563,RTE,1659,1803,,400,225,0.000110926234054354,0.0612867443150305,,,,,,,,,POINT (7.526452002189226 48.61184902188622),118086309,721.2,118086309T,
279,TR 400/225kV 763 MARLENHEIM,17T0000000151571,RTE,1659,1803,,400,225,0.000305047143649473,0.0622573488630061,,,,,,,,,POINT (7.526452002189226 48.61184902188622),118086309,721.2,118086309T,
256,TR 400/225kV 762 HENRI-PAUL,17T000000014135G,RTE,1660,1805,,400,225,0.000120498614958449,0.0630886426592798,,,,,,,,,POINT (4.503745403580134 46.74703277706734),318502246,722,318502246T,
293,TR 400/225kV 761 MIONS,17T000000015225A,RTE,1659,1803,,400,225,0.000194120909595119,0.0587909040488075,,,,,,,,,POINT (4.9755449516845 45.67434685130105),24020441,721.2,24020441T,
294,TR 400/225kV 762 MIONS,17T0000000152268,RTE,1659,1803,,400,225,0.000194120909595119,0.0582362728785358,,,,,,,,,POINT (4.9755449516845 45.67434685130105),24020441,721.2,24020441T,
295,TR 400/225kV 763 MIONS,17T0000000152276,RTE,1630,1803,,400,225,0.000305047143649473,0.062396006655574,,,,,,,,,POINT (4.9755449516845 45.67434685130105),24020441,721.2,24020441T,
319,TR 400/225kV 761 QUINTES (LES),17T000000015449P,RTE,1659,1803,,400,225,0.000249584026622296,0.0594841930116473,,,,,,,,,POINT (0.2404904628850176 47.88611363822259),86131984,721.2,86131984T,
320,TR 400/225kV 762 QUINTES (LES),17T0000000154503,RTE,1660,1805,,400,225,0.000152354570637119,0.0585872576177285,,,,,,,,,POINT (0.2404904628850176 47.88611363822259),86131984,722,86131984T,
248,TR 400/225kV 761 GAVRELLE,17T0000000142718,RTE,1659,1803,,400,225,0.000166389351081531,0.0585135884636717,,,,,,,,,POINT (2.885346645898012 50.33726372400015),117893799,721.2,117893799T,
315,TR 400/225kV 762 PLAINE HAUTE,17T0000000162077,RTE,1659,1803,,400,225,0.000135884636716583,0.0549500831946755,,,,,,,,,POINT (-2.877914311780164 48.4299170843653),86023818,721.2,86023818T,
316,TR 400/225kV 763 PLAINE HAUTE,17T000000015330D,RTE,1659,1803,,400,225,0.000429839156960621,0.0635052689961176,,,,,,,,,POINT (-2.877914311780164 48.4299170843653),86023818,721.2,86023818T,
309,TR 400/225kV 761 PRAZ-ST-ANDRE,17T000000015322C,RTE,847,921,,400,225,0.000298588490770901,0.184310532030402,,,,,,,,,POINT (6.583583496070193 45.20533397391433),147132690,368.4,147132690T,
338,TR 400/225kV 761 SAUSSET,17T000000014405D,RTE,1659,1803,,400,225,0.000374376039933444,0.0596228508042152,,,,,,,,,POINT (2.5755995914230967 48.976138545298085),188144496,721.2,188144496T,
339,TR 400/225kV 762 SAUSSET,17T000000016211G,RTE,1659,1803,,400,225,0.000124792013311148,0.0636439267886855,,,,,,,,,POINT (2.5755995914230967 48.976138545298085),188144496,721.2,188144496T,
