scn_name,bus0,bus1,model,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,tap_ratio,tap_side,tap_position,phase_shift,build_year,lifetime,v_ang_min,v_ang_max,capital_cost,num_parallel,geom,topo,type,s_nom_mod,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x,v_nom,v_nom_secondary
status2023,BUS_37501,BUS_37502,t,0.0042038535324047,177.19742,-121.80824,239.78,True,520.177679656836,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.581372 48.764894, 11.581372 48.764894))",0102000020e610000002000000a50f3f96a929274044a7b30ae8614840a50f3f96a929274044a7b30ae8614840,,0,0,0.0002595266353066,1.92242004820296e-07,0,0,0.0002595266353066,1.92242004820296e-07,520.177679656836,0.272599883226291,380.0,220.0
status2023,BUS_37501,BUS_37502,t,0.0010157844943484,552.2825,-2761.81416,401.66,True,520.177679656836,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.581372 48.764894, 11.581372 48.764894))",0102000020e610000002000000a50f3f96a929274044a7b30ae8614840a50f3f96a929274044a7b30ae8614840,,0,0,0.0002595266353066,1.92242004820296e-07,0,0,0.0002595266353066,1.92242004820296e-07,520.177679656836,0.0603470597022357,380.0,220.0
status2023,BUS_37501,BUS_37502,t,0.0013417163598651,149.34304,-2460.14888,308.56,True,520.177679656836,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.581372 48.764894, 11.581372 48.764894))",0102000020e610000002000000a50f3f96a929274044a7b30ae8614840a50f3f96a929274044a7b30ae8614840,,0,0,0.0002595266353066,1.92242004820296e-07,0,0,0.0002595266353066,1.92242004820296e-07,520.177679656836,0.148755509463313,380.0,220.0
status2023,BUS_36405,BUS_36406,t,0.0017778017940127,696.19572,-2973.17396,370.12,True,3120.58101428349,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.3625 47.73866, 10.3625 47.73866))",0102000020e610000002000000e01cd39099b924409524b7688cde4740e01cd39099b924409524b7688cde4740,,0,0,4.32611626953563e-05,3.20453144918466e-08,0,0,4.32611626953563e-05,3.20453144918466e-08,3120.58101428349,0.134718469685507,380.0,220.0
status2023,BUS_36405,BUS_36406,t,0.0055494174367215,349.65472,-1008.94104,199.12,True,3120.58101428349,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.3625 47.73866, 10.3625 47.73866))",0102000020e610000002000000e01cd39099b924409524b7688cde4740e01cd39099b924409524b7688cde4740,,0,0,4.32611626953563e-05,3.20453144918466e-08,0,0,4.32611626953563e-05,3.20453144918466e-08,3120.58101428349,0.328671153073523,380.0,220.0
status2023,BUS_36256,BUS_36257,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1790.41224486661,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.801902 51.124932, 6.801902 51.124932))",0102000020e610000002000000283c4ec725351b4028fdbdc1fd8f4940283c4ec725351b4028fdbdc1fd8f4940,,0,0,7.54016084005367e-05,5.58530585828574e-08,0,0,7.54016084005367e-05,5.58530585828574e-08,1790.41224486661,0.0322245322245322,400.0,231.0
status2023,BUS_36256,BUS_36257,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1790.41224486661,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.801902 51.124932, 6.801902 51.124932))",0102000020e610000002000000283c4ec725351b4028fdbdc1fd8f4940283c4ec725351b4028fdbdc1fd8f4940,,0,0,7.54016084005367e-05,5.58530585828574e-08,0,0,7.54016084005367e-05,5.58530585828574e-08,1790.41224486661,0.0322245322245322,400.0,231.0
status2023,BUS_36055,BUS_36056,t,0.0011499708016272,1404.247896,-243744.8022,364.04,True,7280.71685369162,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.709039 51.676467, 7.709039 51.676467))",0102000020e610000002000000c75a4f400ed61e4090ed217696d64940c75a4f400ed61e4090ed217696d64940,,0,0,1.8542125133531e-05,1.3734911274471e-08,0,0,1.8542125133531e-05,1.3734911274471e-08,7280.71685369162,0.0657858787476533,380.0,231.0
status2023,BUS_36055,BUS_36056,t,0.0011499708016272,1137.44298,-173703.5062,364.04,True,7280.71685369162,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.709039 51.676467, 7.709039 51.676467))",0102000020e610000002000000c75a4f400ed61e4090ed217696d64940c75a4f400ed61e4090ed217696d64940,,0,0,1.8542125133531e-05,1.3734911274471e-08,0,0,1.8542125133531e-05,1.3734911274471e-08,7280.71685369162,0.0657858787476533,380.0,231.0
status2023,BUS_35574,BUS_35575,t,0.0005088342283041,1385.52,-2493.936,461.84,True,2600.44593530482,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.187784 53.816505, 12.187784 53.816505))",0102000020e61000000200000068461f2b256028400788283a83e84a4068461f2b256028400788283a83e84a40,,0,0,5.19141586949138e-05,3.84549429166572e-08,0,0,5.19141586949138e-05,3.84549429166572e-08,2600.44593530482,0.0362419885674693,230.0,400.0
status2023,BUS_35574,BUS_35575,t,0.0002533344881344,738.944,-2493.936,461.84,True,2600.44593530482,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.187784 53.816505, 12.187784 53.816505))",0102000020e61000000200000068461f2b256028400788283a83e84a4068461f2b256028400788283a83e84a40,,0,0,5.19141586949138e-05,3.84549429166572e-08,0,0,5.19141586949138e-05,3.84549429166572e-08,2600.44593530482,0.0341763381257578,230.0,400.0
status2023,BUS_34914,BUS_34915,t,0.0004300935550935,1462.24,-5310.24,769.6,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723e-05,1.92286810426719e-08,0,0,2.59587122858723e-05,1.92286810426719e-08,5200.56470738071,0.0322245322245322,400.0,231.0
status2023,BUS_34914,BUS_34915,t,0.0004300935550935,1462.24,-5310.24,769.6,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723e-05,1.92286810426719e-08,0,0,2.59587122858723e-05,1.92286810426719e-08,5200.56470738071,0.0322245322245322,400.0,231.0
status2023,BUS_34914,BUS_34915,t,0.0009935064935064,231.0,-739.2,462.0,True,5200.56470738071,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723e-05,1.92286810426719e-08,0,0,2.59587122858723e-05,1.92286810426719e-08,5200.56470738071,0.0977835497835498,400.0,231.0
status2023,BUS_37720,BUS_37721,t,0.0005197505197505,2816.736,-18054.816,461.76,True,4160.63557726424,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.419373 49.633719, 8.419373 49.633719))",0102000020e61000000200000076133514b8d62040ff37e8b41dd1484076133514b8d62040ff37e8b41dd14840,,0,0,3.24469568305055e-05,2.40347894313189e-08,0,0,3.24469568305055e-05,2.40347894313189e-08,4160.63557726424,0.0374133749133749,240.0,400.0
status2023,BUS_37720,BUS_37721,t,0.0003810843582192,1985.912,-1662.624,461.84,True,4160.63557726424,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.419373 49.633719, 8.419373 49.633719))",0102000020e61000000200000076133514b8d62040ff37e8b41dd1484076133514b8d62040ff37e8b41dd14840,,0,0,3.24469568305055e-05,2.40347894313189e-08,0,0,3.24469568305055e-05,2.40347894313189e-08,4160.63557726424,0.0347436341590161,230.0,400.0
status2023,BUS_35322,BUS_35323,t,0.0019198760259427,628.27338,-1718.25626,348.46,True,2110.59176091637,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.082217 49.297495, 12.082217 49.297495))",0102000020e61000000200000021dd6e68182a2840bc77515214a6484021dd6e68182a2840bc77515214a64840,,0,0,6.39630863072943e-05,4.73800769299802e-08,0,0,6.39630863072943e-05,4.73800769299802e-08,2110.59176091637,0.141944556046605,380.0,220.0
status2023,BUS_35322,BUS_35323,t,0.0018465280849181,734.73456,-2470.45904,361.76,True,2110.59176091637,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.082217 49.297495, 12.082217 49.297495))",0102000020e61000000200000021dd6e68182a2840bc77515214a6484021dd6e68182a2840bc77515214a64840,,0,0,6.39630863072943e-05,4.73800769299802e-08,0,0,6.39630863072943e-05,4.73800769299802e-08,2110.59176091637,0.135987947810703,380.0,220.0
status2023,BUS_35099,BUS_35100,t,0.0003014553014553,692.64,-2308.8,769.6,True,1560.23486888287,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.868157 48.206803, 11.868157 48.206803))",0102000020e610000002000000c99f810c7fbc2740b3549a81781a4840c99f810c7fbc2740b3549a81781a4840,,0,0,8.65254107925546e-05,6.40929144671662e-08,0,0,8.65254107925546e-05,6.40929144671662e-08,1560.23486888287,0.0309329521829522,400.0,231.0
status2023,BUS_35099,BUS_35100,t,0.0004300935550935,1462.24,-5310.24,769.6,True,1560.23486888287,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.868157 48.206803, 11.868157 48.206803))",0102000020e610000002000000c99f810c7fbc2740b3549a81781a4840c99f810c7fbc2740b3549a81781a4840,,0,0,8.65254107925546e-05,6.40929144671662e-08,0,0,8.65254107925546e-05,6.40929144671662e-08,1560.23486888287,0.0322245322245322,400.0,231.0
status2023,BUS_35854,BUS_35855,t,0.0016364440513047,713.02896,-2050.09392,361.76,True,1790.45472698834,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.104639 52.265104, 8.104639 52.265104))",0102000020e610000002000000cab90d409335204082e156f0ee214a40cab90d409335204082e156f0ee214a40,,0,0,7.53998193464721e-05,5.58517333572609e-08,0,0,7.53998193464721e-05,5.58517333572609e-08,1790.45472698834,0.132231313578063,380.0,220.0
status2023,BUS_35854,BUS_35855,t,0.0018354710305174,698.55856,-2339.86368,361.76,True,1790.45472698834,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.104639 52.265104, 8.104639 52.265104))",0102000020e610000002000000cab90d409335204082e156f0ee214a40cab90d409335204082e156f0ee214a40,,0,0,7.53998193464721e-05,5.58517333572609e-08,0,0,7.53998193464721e-05,5.58517333572609e-08,1790.45472698834,0.135031512605042,380.0,220.0
status2023,BUS_39387,BUS_39388,t,0.0005348172527282,2771.04,-20782.8,461.84,True,7800.75158962413,42965.9451528766,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.052012 53.333071, 8.052012 53.333071))",0102000020e61000000200000015acba57a11a20401d212315a2aa4a4015acba57a11a20401d212315a2aa4a40,,0,0,1.73060199920381e-05,1.28192775851254e-08,0,0,1.73060199920381e-05,1.28192775851254e-08,7800.75158962413,0.036458513771003,230.0,400.0
status2023,BUS_39387,BUS_39388,t,0.0004300935550935,1462.24,-5310.24,769.6,True,7800.75158962413,42965.9451528766,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.052012 53.333071, 8.052012 53.333071))",0102000020e61000000200000015acba57a11a20401d212315a2aa4a4015acba57a11a20401d212315a2aa4a40,,0,0,1.73060199920381e-05,1.28192775851254e-08,0,0,1.73060199920381e-05,1.28192775851254e-08,7800.75158962413,0.0322245322245322,400.0,231.0
status2023,BUS_35230,BUS_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237e-05,1.60241079397625e-08,0,0,2.16325397838237e-05,1.60241079397625e-08,6240.59700395917,0.0322245322245322,400.0,231.0
status2023,BUS_35230,BUS_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237e-05,1.60241079397625e-08,0,0,2.16325397838237e-05,1.60241079397625e-08,6240.59700395917,0.0322245322245322,400.0,231.0
status2023,BUS_36631,BUS_36632,t,0.0035593991807009,535.002,-113767.42,260.0,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176e-05,6.28795224384379e-08,0,0,8.4887332003176e-05,6.28795224384379e-08,1590.34286715369,0.24202510989594,400.0,231.0
status2023,BUS_36631,BUS_36632,t,0.0035593991807009,199.888,-147.862,260.0,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176e-05,6.28795224384379e-08,0,0,8.4887332003176e-05,6.28795224384379e-08,1590.34286715369,0.24202510989594,400.0,231.0
status2023,BUS_34793,BUS_34794,t,0.0004300935550935,1462.24,-5310.24,769.6,True,2080.64742987346,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.617199 51.475837, 6.617199 51.475837))",0102000020e610000002000000b8f8771f03781a407c4b6c3ce8bc4940b8f8771f03781a407c4b6c3ce8bc4940,,0,0,6.48836323851216e-05,4.80619631006305e-08,0,0,6.48836323851216e-05,4.80619631006305e-08,2080.64742987346,0.0322245322245322,400.0,231.0
status2023,BUS_34793,BUS_34794,t,0.0004300935550935,1462.24,-5310.24,769.6,True,2080.64742987346,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.617199 51.475837, 6.617199 51.475837))",0102000020e610000002000000b8f8771f03781a407c4b6c3ce8bc4940b8f8771f03781a407c4b6c3ce8bc4940,,0,0,6.48836323851216e-05,4.80619631006305e-08,0,0,6.48836323851216e-05,4.80619631006305e-08,2080.64742987346,0.0322245322245322,400.0,231.0
status2023,BUS_36353,BUS_36354,t,0.0007619627985137,1268.2899,-159808.6827,461.7,True,3640.63497450505,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.996459 49.375403, 6.996459 49.375403))",0102000020e610000002000000ec921dcd5ffc1b4060874f370db04840ec921dcd5ffc1b4060874f370db04840,,0,0,3.70814332962099e-05,2.7467735903294e-08,0,0,3.70814332962099e-05,2.7467735903294e-08,3640.63497450505,0.0494566821337713,380.0,231.0
status2023,BUS_36353,BUS_36354,t,0.0039736241655582,230.8,-173.1,230.8,True,3640.63497450505,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.996459 49.375403, 6.996459 49.375403))",0102000020e610000002000000ec921dcd5ffc1b4060874f370db04840ec921dcd5ffc1b4060874f370db04840,,0,0,3.70814332962099e-05,2.7467735903294e-08,0,0,3.70814332962099e-05,2.7467735903294e-08,3640.63497450505,0.273801323288594,400.0,231.0
